"","sample","site","date","species","nReads","Hash","kingdom","phylum","class","order","family","genus","EarlyLifeMinerology","AdultMinerology","reliability.minerology","trophic_level_fv","group_fv","benthos"
"2905","PO_201709","PO","_201709","Triparma laevis",1347,"74bd536a982117e99a75e40240e0e3b1b1f81a5c","Stramenopiles","Synurophyceae","Synurophyceae","Parmales","Triparmaceae","Triparma",NA,NA,NA,"undetermined","undetermined","PLK"
"2906","PO_201709","PO","_201709",NA,471012,"4f56fd49dd798ec5bb8045bb20e6ec4ae0892cf4","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2907","PO_201711","PO","_201711","Acartia longiremis",8,"7310dcc0eabb15f0cde907e72f2aafb52096d131","Metazoa","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","No mineralization","No mineralization","species","3","copepod","PLK"
"2908","PO_201711","PO","_201711","Asterionellopsis guyunusae",5,"681db8fc0e0e02a2c767b281db0cdf03d451dec6","Stramenopiles","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","algae, brown","PLK"
"2909","PO_201711","PO","_201711","Attheya longicornis",33,"223a220178734017a25d5932cf30f478aae29b05","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Attheyaceae","Attheya",NA,NA,NA,"1","diatom","PLK"
"2910","PO_201711","PO","_201711","Aurelia labiata",133,"93c5f99035437b05677ed16d83bdbaf5a0dbd2a5","Metazoa","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Aurelia","Non-CaCO3 mineral","Non-CaCO3 mineral","species","3","jelly, jellyfish","Both"
"2911","PO_201711","PO","_201711","Balanus glandula",222,"d30be4a635410b831c6a2ae3cbc25edb302bd741","Metazoa","Arthropoda","Hexanauplia","Sessilia","Balanidae","Balanus","High Mg Calcite","High Mg Calcite","species","3","crustacean","BEN"
"2912","PO_201711","PO","_201711","Bathycoccus prasinos",789,"11a112ced1c85e620f6d97d82281a1bb58614e67","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus",NA,NA,NA,"1","algae","PLK"
"2913","PO_201711","PO","_201711","Brachionidae sp. SHYT150702c",351,"79e78e854461486b0050046871a285bfe0201e67","Metazoa","Rotifera","Monogononta","Ploima","Brachionidae",NA,NA,NA,NA,"3","rotifer","BEN"
"2914","PO_201711","PO","_201711","Callithamnion corymbosum",2,"5ff69e9f91d52b7ae4c76e89a79d1b67b44b0fb2","Rhodophyta","Florideophyceae","Florideophyceae","Ceramiales","Ceramiaceae","Callithamnion","No mineralization","No mineralization","genus","undetermined","undetermined","BEN"
"2915","PO_201711","PO","_201711","Cancer productus",551,"a0e0ca461c55fe2fa715aa849ba3e299f0b417d5","Metazoa","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","species","undetermined","undetermined","BEN"
"2916","PO_201711","PO","_201711","Centropages abdominalis",24,"b264612d43af5a13d95043e41b1ea19da2844fb9","Metazoa","Arthropoda","Hexanauplia","Calanoida","Centropagidae","Centropages","No mineralization","No mineralization","species","3","copepod","PLK"
"2917","PO_201711","PO","_201711","Chaetoceros socialis",3820,"cc31829956f99898e6346ea28c395954ce5c56a9","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"2918","PO_201711","PO","_201711","Chattonella subsalsa",1054,"135564e9c33f7abcb19bbdbfc571af0ea2c77f82","Stramenopiles","Raphidophyceae","Raphidophyceae","Chattonellales","Chattonellaceae","Chattonella","No mineralization","No mineralization","family","1","algae","PLK"
"2919","PO_201711","PO","_201711","Chrysochromulina sp. CCMP291",558,"34ddd674c8eaad471c3a99957d45c67bdb91d2a8","Haptophyceae","Haptophyceae","Haptophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA,NA,NA,"1","algae","PLK"
"2920","PO_201711","PO","_201711","Cochliopodium sp. SG-2014",176,"91f5f068c31b7998cb57dfc6d34695571d88a310","Amoebozoa","Himatismenida",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,NA,NA,"3","amoebozoa","Both"
"2921","PO_201711","PO","_201711","Coscinodiscus wailesii",4,"87d36b743aa038ef851a63d5a6c337fadcdc8b8f","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"2922","PO_201711","PO","_201711","Cunea thuwala",94,"9393cbf7859bba20c4b049fe7c0a3658ae9798c7","Amoebozoa","Discosea",NA,NA,"Paramoebidae","Cunea",NA,NA,NA,"3","amoebozoa","BEN"
"2923","PO_201711","PO","_201711","Cylindrotheca closterium",42,"c5cbf370a4a5071e8fcff0863048524a4f0c1698","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","BEN"
"2924","PO_201711","PO","_201711","Dendraster excentricus",453,"fafd5f8e7953c382da2df53eb7c7006d2e0b7677","Metazoa","Echinodermata","Echinoidea","Clypeasteroida","Dendrasteridae","Dendraster","Amorphous","High Mg Calcite, Amorphous","species","3","echinoderm","BEN"
"2925","PO_201711","PO","_201711","Dictyocha speculum",442,"a0a06ae521f5443dc1addd27a59dd47cdc0c6a61","Stramenopiles","Dictyochophyceae","Dictyochophyceae","Dictyochales",NA,"Dictyocha","No mineralization","No mineralization","species","undetermined","flagellate","PLK"
"2926","PO_201711","PO","_201711","Ditylum brightwellii",801,"a318b5b4b76abc8a009bff4063cc65f94f68f7b6","Stramenopiles","Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","algae","PLK"
"2927","PO_201711","PO","_201711","Emiliania huxleyi",1624,"8a1c9da427aa6f155aaa44acd2708f79db93e1d1","Haptophyceae","Haptophyceae","Haptophyceae","Isochrysidales","Noelaerhabdaceae","Emiliania",NA,NA,NA,"1","coccolithophore","PLK"
"2928","PO_201711","PO","_201711","Fucus distichus",10,"2ab67b2fda0e32aed8092f56d51213601b7999a9","Stramenopiles","Phaeophyceae","Phaeophyceae","Fucales","Fucaceae","Fucus","No mineralization","No mineralization","species","undetermined","undetermined","BEN"
"2929","PO_201711","PO","_201711","Gracilaria vermiculophylla",500,"a89a09379d8d22efdefd9f06f1c4f04c80da5c65","Rhodophyta","Florideophyceae","Florideophyceae","Gracilariales","Gracilariaceae","Gracilaria","No mineralization","No mineralization","species","1","algae, red","BEN"
"2930","PO_201711","PO","_201711","Hartmannella cantabrigiensis",124,"946a5b03f83aa01efea7444f53da47c4f5e8595d","Amoebozoa","Tubulinida",NA,NA,"Hartmannellidae","Hartmannella",NA,NA,NA,"3","amoebozoa","Both"
"2931","PO_201711","PO","_201711","Heterocapsa rotundata",246,"2f5723a58d69dbcde6737abcbcb6e2a3d0455382","Dinoflagellates","Dinophyceae","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","No mineralization","Calcite","genus","2","flagellate","PLK"
"2932","PO_201711","PO","_201711","Hildenbrandia sp. 27GWS",45,"25043c29921a90add9da838dc500afbed6d5e855","Rhodophyta","Rhodophyta","Florideophyceae","Hildenbrandiales","Hildenbrandiaceae","Hildenbrandia","No mineralization","No mineralization","genus","undetermined","undetermined","BEN"
"2933","PO_201711","PO","_201711","Hypomesus pretiosus",33,"97637b3b3617dae19c95a09777be76181191bf63","Metazoa","Chordata","Actinopteri","Osmeriformes","Osmeridae","Hypomesus","Vertebrate","Vertebrate","species","undetermined","undetermined","PLK"
"2934","PO_201711","PO","_201711","Melosira ambiqua",43,"3eefc5e18d830ebe40ddf1bf64cc1413263fd166","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2935","PO_201711","PO","_201711","Melosira nummuloides",19913,"17d550ce9e88e37e1e9aff9e4da7b6fff0c92532","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2936","PO_201711","PO","_201711","Micromonas pusilla",3279,"52ac6f8082f0cfa8b07863f388b5c15ef1ccb145","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas",NA,NA,NA,"1","algae, green","PLK"
"2937","PO_201711","PO","_201711","Minutocellus polymorphus",1432,"5ae1341da7ed3b29f88201563c85b12b0112a65a","Stramenopiles","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Minutocellus",NA,NA,NA,"1","diatom","PLK"
"2938","PO_201711","PO","_201711","Muggiaea atlantica",60,"780c51abfaff642a8dcb3fdabacdb99c9615a787","Metazoa","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Muggiaea",NA,NA,NA,"undetermined","undetermined","PLK"
"2939","PO_201711","PO","_201711","Mytilus trossulus",6616,"907f9401b8dd993b5766aa749ef5d8ac524f404a","Metazoa","Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilus","Amorphous, Aragonite","Aragonite, Calcite","species","3","bivalve, mussels","BEN"
"2940","PO_201711","PO","_201711","Nassarius mendicus",8880,"7cf38e0c989054cdccc733cb17f19c2bffac02e8","Metazoa","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Nassarius","Amorphous, Aragonite","Aragonite","species","undetermined","undetermined","BEN"
"2941","PO_201711","PO","_201711","Navicula cryptocephala",343,"1c22ea8f147aef723fdd44b69e0ec480603a3073","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2942","PO_201711","PO","_201711","Oncorhynchus keta",43488,"5849e601a7132ed5458d0f1a7ed94b5c83c71b74","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Vertebrate","Vertebrate","species","undetermined","undetermined","PLK"
"2943","PO_201711","PO","_201711","Ostrea lurida",124,"81c0354d62ea904600c11f40ec083079d953aec8","Metazoa","Mollusca","Bivalvia","Ostreoida","Ostreidae","Ostrea","Amorphous, Aragonite","Aragonite, Calcite","species","undetermined","undetermined","BEN"
"2944","PO_201711","PO","_201711","Paracalanus sp. C AC-2013",113,"a541fd228ef7d1d712ad202623c1590a3c883377","Metazoa","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","No mineralization","No mineralization","genus","3","copepod","PLK"
"2945","PO_201711","PO","_201711","Paramoeba pemaquidensis",8,"ccca0c1d6b4226ba295f6789b7b7fedbb85f4e74","Amoebozoa","Discosea",NA,NA,"Paramoebidae","Paramoeba",NA,NA,NA,"3","amoebozoa","BEN"
"2946","PO_201711","PO","_201711","Pedospumella sinomuralis",560,"151a046eb1355f10c1458d2ddecd666d69167267","Stramenopiles","Chrysophyceae","Chrysophyceae","Chromulinales","Chromulinaceae","Pedospumella",NA,NA,NA,"1","algae","PLK"
"2947","PO_201711","PO","_201711","Petalonia fascia",28,"a419c48e8f2f74d8779250f10300758e6cfb684f","Stramenopiles","Phaeophyceae","Phaeophyceae","Ectocarpales","Scytosiphonaceae","Petalonia","No mineralization","No mineralization","species","1","algae, brown","BEN"
"2948","PO_201711","PO","_201711","Phaeocystis antarctica",21,"32162e451e12cdf5cf3628007e99b0efa1ba946b","Haptophyceae","Haptophyceae","Haptophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Calcite","Calcite","genus","1","algae, brown","PLK"
"2949","PO_201711","PO","_201711","Phaeocystis globosa",33,"4dc52fdc04ae6b5ca0069b00c0ed9856e4cc23c0","Haptophyceae","Haptophyceae","Haptophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Calcite","Calcite","genus","1","algae, brown","PLK"
"2950","PO_201711","PO","_201711","Pinnularia parvulissima",3093,"d7f06f21562d0ffdfc03741ed8338dd5641b82f2","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,NA,NA,"undetermined","undetermined","BEN"
"2951","PO_201711","PO","_201711","Protoperidinium cf. depressum",64,"6f9482ea00677770c5b3ef877e71dea1da6e7a46","Dinoflagellates","Dinophyceae","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","No mineralization","Calcite","genus","3","flagellate","PLK"
"2952","PO_201711","PO","_201711","Pseudo-nitzschia cuspidata",33,"95ff4612e044ce701224559161b0fee270440df0","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2953","PO_201711","PO","_201711","Pseudobradya attenuata",467,"cee12c930bbdc350edb02dfa8b4d64048885df7f","Metazoa","Arthropoda","Hexanauplia","Harpacticoida","Ectinosomatidae","Pseudobradya","No mineralization","No mineralization","family","3","copepod","PLK"
"2954","PO_201711","PO","_201711","Pseudochattonella farcimen",16544,"af55f83e8bc1dae6fd7e3d9c3ce94c1930c87b98","Stramenopiles","Dictyochophyceae","Dictyochophyceae","Florenciellales",NA,"Pseudochattonella",NA,NA,NA,"undetermined","flagellate","PLK"
"2955","PO_201711","PO","_201711","Pyramimonas parkeae",5,"97ea6dad04c3a91e3f4296d44df07eb62a92b632","Viridiplantae","Chlorophyta",NA,"Pyramimonadales",NA,"Pyramimonas","No mineralization","No mineralization","species","undetermined","undetermined","PLK"
"2956","PO_201711","PO","_201711","Rhizosolenia setigera",15,"00616a421c92928530cd4f6653722e00616d21e7","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"2957","PO_201711","PO","_201711","Ruditapes philippinarum",99,"4b8d264bec216fd6c88138262b8e42f35fa1bac8","Metazoa","Mollusca","Bivalvia","Veneroida","Veneridae","Ruditapes","undetermined","undetermined","family","undetermined","undetermined","BEN"
"2958","PO_201711","PO","_201711","Skeletonema dohrnii",251,"d21137b6a1acb9f0513ec20b4fb777f3188c446c","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2959","PO_201711","PO","_201711","Skeletonema japonicum",13,"0a6c39c31b47ebe9d9f2ba838244afc7f3617ffd","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2960","PO_201711","PO","_201711","Spongospora subterranea",50,"6ef51810abe57ee99fcaf7d2eb219c57a96aa307","Rhizaria","Cercozoa",NA,"Plasmodiophorida","Plasmodiophoridae","Spongospora",NA,NA,NA,NA,NA,"PLK"
"2961","PO_201711","PO","_201711","Thalassiosira nordenskioeldii",933,"0668d1d92655b0cf087703f51ea108e6eae86fd4","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"2962","PO_201711","PO","_201711","Trebouxia aggregata",18,"09d16eb32cdd4760c348a0f9042951bffd8e299e","Viridiplantae","Chlorophyta","Trebouxiophyceae","Trebouxiales",NA,"Trebouxia",NA,NA,NA,"1","algae, green","PLK"
"2963","PO_201711","PO","_201711","Triparma laevis",22,"74bd536a982117e99a75e40240e0e3b1b1f81a5c","Stramenopiles","Synurophyceae","Synurophyceae","Parmales","Triparmaceae","Triparma",NA,NA,NA,"undetermined","undetermined","PLK"
"2964","PO_201711","PO","_201711",NA,250225,"4f56fd49dd798ec5bb8045bb20e6ec4ae0892cf4","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2965","PO_201801","PO","_201801","Amphicaryon earnesti",35,"7dc0f13f826a74e7c8cd807e693f92a68e3bb762","Metazoa","Cnidaria","Hydrozoa","Siphonophorae","Prayidae","Amphicaryon",NA,NA,NA,"3","hydrozoan","PLK"
"2966","PO_201801","PO","_201801","Attheya longicornis",159,"223a220178734017a25d5932cf30f478aae29b05","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Attheyaceae","Attheya",NA,NA,NA,"1","diatom","PLK"
"2967","PO_201801","PO","_201801","Balanus balanus",201,"6bbff57ab7b2a988e677591358a40af06d7413d0","Metazoa","Arthropoda","Hexanauplia","Sessilia","Balanidae","Balanus","High Mg Calcite","High Mg Calcite","genus","3","crustacean","BEN"
"2968","PO_201801","PO","_201801","Bathycoccus prasinos",45125,"11a112ced1c85e620f6d97d82281a1bb58614e67","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus",NA,NA,NA,"1","algae","PLK"
"2969","PO_201801","PO","_201801","Calanus pacificus",1219,"ebaccffde6849cb6c317f6d2e476b5e202c7fadf","Metazoa","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus","No mineralization","No mineralization","species","3","copepod","PLK"
"2970","PO_201801","PO","_201801","Chattonella subsalsa",306,"135564e9c33f7abcb19bbdbfc571af0ea2c77f82","Stramenopiles","Raphidophyceae","Raphidophyceae","Chattonellales","Chattonellaceae","Chattonella","No mineralization","No mineralization","family","1","algae","PLK"
"2971","PO_201801","PO","_201801","Chrysaora melanaster",19,"06400fe697d75160ec54a3513115a9a143472b7d","Metazoa","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","3","jelly, jellyfish","PLK"
"2972","PO_201801","PO","_201801","Chrysochromulina sp. CCMP291",2,"34ddd674c8eaad471c3a99957d45c67bdb91d2a8","Haptophyceae","Haptophyceae","Haptophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA,NA,NA,"1","algae","PLK"
"2973","PO_201801","PO","_201801","Cochliopodium larifeili",18,"697e2bef668228a7655d63bef9fa5bb0ff490323","Amoebozoa","Himatismenida",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,NA,NA,"3","amoebozoa","Both"
"2974","PO_201801","PO","_201801","Coscinodiscus wailesii",9,"87d36b743aa038ef851a63d5a6c337fadcdc8b8f","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"2975","PO_201801","PO","_201801","Cylindrotheca closterium",11557,"c5cbf370a4a5071e8fcff0863048524a4f0c1698","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","BEN"
"2976","PO_201801","PO","_201801","Dictyocha speculum",286,"a0a06ae521f5443dc1addd27a59dd47cdc0c6a61","Stramenopiles","Dictyochophyceae","Dictyochophyceae","Dictyochales",NA,"Dictyocha","No mineralization","No mineralization","species","undetermined","flagellate","PLK"
"2977","PO_201801","PO","_201801","Ditylum brightwellii",601,"a318b5b4b76abc8a009bff4063cc65f94f68f7b6","Stramenopiles","Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","algae","PLK"
"2978","PO_201801","PO","_201801","Hincksia hincksiae",3402,"8a17c79fb1ddb2dac42e79d554c750133cfe1d6f","Stramenopiles","Phaeophyceae","Phaeophyceae","Ectocarpales","Acinetosporaceae","Hincksia","No mineralization","No mineralization","genus","undetermined","undetermined","BEN"
"2979","PO_201801","PO","_201801","Littorina plena",21887,"00f25d32858be50d99247bde867a6765d8268c89","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina","Amorphous, Aragonite, Calcite","Aragonite, Calcite","genus","undetermined","undetermined","BEN"
"2980","PO_201801","PO","_201801","Melosira ambiqua",249,"3eefc5e18d830ebe40ddf1bf64cc1413263fd166","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2981","PO_201801","PO","_201801","Melosira nummuloides",11716,"17d550ce9e88e37e1e9aff9e4da7b6fff0c92532","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2982","PO_201801","PO","_201801","Micromonas pusilla",27075,"52ac6f8082f0cfa8b07863f388b5c15ef1ccb145","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas",NA,NA,NA,"1","algae, green","PLK"
"2983","PO_201801","PO","_201801","Minutocellus polymorphus",14639,"5ae1341da7ed3b29f88201563c85b12b0112a65a","Stramenopiles","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Minutocellus",NA,NA,NA,"1","diatom","PLK"
"2984","PO_201801","PO","_201801","Nanomia cara",56,"0c4f598f0c798dc684f06db3f86e0968f8a3c7d5","Metazoa","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Nanomia",NA,NA,NA,"3","siphonophore","PLK"
"2985","PO_201801","PO","_201801","Navicula cryptocephala",313,"1c22ea8f147aef723fdd44b69e0ec480603a3073","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2986","PO_201801","PO","_201801","Navicula sp. BOLD:AAO6949",10,"66e1a14cece254691e0d8492b1047290eb79ae6c","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2987","PO_201801","PO","_201801","Nitzschia cf. promare",7012,"c3ffab46c47658c5f11f129344c416384dfffb68","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2988","PO_201801","PO","_201801","Nitzschia cf. recta RT-2009",27,"e9541d73275e63b41902fc1beb597861d37d7009","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2989","PO_201801","PO","_201801","Ostrea lurida",3,"81c0354d62ea904600c11f40ec083079d953aec8","Metazoa","Mollusca","Bivalvia","Ostreoida","Ostreidae","Ostrea","Amorphous, Aragonite","Aragonite, Calcite","species","undetermined","undetermined","BEN"
"2990","PO_201801","PO","_201801","Paracalanus sp. C AC-2013",86,"a541fd228ef7d1d712ad202623c1590a3c883377","Metazoa","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","No mineralization","No mineralization","genus","3","copepod","PLK"
"2991","PO_201801","PO","_201801","Pedospumella sinomuralis",281,"151a046eb1355f10c1458d2ddecd666d69167267","Stramenopiles","Chrysophyceae","Chrysophyceae","Chromulinales","Chromulinaceae","Pedospumella",NA,NA,NA,"1","algae","PLK"
"2992","PO_201801","PO","_201801","Petalonia fascia",117,"a419c48e8f2f74d8779250f10300758e6cfb684f","Stramenopiles","Phaeophyceae","Phaeophyceae","Ectocarpales","Scytosiphonaceae","Petalonia","No mineralization","No mineralization","species","1","algae, brown","BEN"
"2993","PO_201801","PO","_201801","Phaeocystis antarctica",4656,"32162e451e12cdf5cf3628007e99b0efa1ba946b","Haptophyceae","Haptophyceae","Haptophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Calcite","Calcite","genus","1","algae, brown","PLK"
"2994","PO_201801","PO","_201801","Phaeocystis globosa",431,"4dc52fdc04ae6b5ca0069b00c0ed9856e4cc23c0","Haptophyceae","Haptophyceae","Haptophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Calcite","Calcite","genus","1","algae, brown","PLK"
"2995","PO_201801","PO","_201801","Pinnularia parvulissima",1840,"d7f06f21562d0ffdfc03741ed8338dd5641b82f2","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,NA,NA,"undetermined","undetermined","BEN"
"2996","PO_201801","PO","_201801","Plagiogramma sp. IAL-2014a",3,"dfeecc9760adb70dd8a415b8870ea4142455ae61","Stramenopiles","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Plagiogramma",NA,NA,NA,"undetermined","undetermined","BEN"
"2997","PO_201801","PO","_201801","Protoperidinium cf. depressum",22,"6f9482ea00677770c5b3ef877e71dea1da6e7a46","Dinoflagellates","Dinophyceae","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","No mineralization","Calcite","genus","3","flagellate","PLK"
"2998","PO_201801","PO","_201801","Pseudo-nitzschia cuspidata",4,"95ff4612e044ce701224559161b0fee270440df0","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"2999","PO_201801","PO","_201801","Pycnococcus provasolii",206,"d91e4f5a7edc004a4ac60506d91bf2a3ed5b17f1","Viridiplantae","Chlorophyta",NA,NA,"Pycnococcaceae","Pycnococcus",NA,NA,NA,"1","algae, green","PLK"
"3000","PO_201801","PO","_201801","Rhizosolenia setigera",1509,"00616a421c92928530cd4f6653722e00616d21e7","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"3001","PO_201801","PO","_201801","Ruditapes philippinarum",29,"4b8d264bec216fd6c88138262b8e42f35fa1bac8","Metazoa","Mollusca","Bivalvia","Veneroida","Veneridae","Ruditapes","undetermined","undetermined","family","undetermined","undetermined","BEN"
"3002","PO_201801","PO","_201801","Skeletonema dohrnii",289,"d21137b6a1acb9f0513ec20b4fb777f3188c446c","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3003","PO_201801","PO","_201801","Thalassionema nitzschioides",177,"f2c557df3514fc8e0ed431a8826155df05706c32","Stramenopiles","Bacillariophyta","Fragilariophyceae","Thalassionemales","Thalassionemataceae","Thalassionema","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"3004","PO_201801","PO","_201801","Thalassiosira nordenskioeldii",626,"0668d1d92655b0cf087703f51ea108e6eae86fd4","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"3005","PO_201801","PO","_201801","Triparma laevis",245,"74bd536a982117e99a75e40240e0e3b1b1f81a5c","Stramenopiles","Synurophyceae","Synurophyceae","Parmales","Triparmaceae","Triparma",NA,NA,NA,"undetermined","undetermined","PLK"
