phylum,sample,site,date,year,month,n_detections
Phaeophyceae,FH_201708,FH,201708,2017,08,6
Platyhelminthes,FH_201708,FH,201708,2017,08,0
Porifera,FH_201708,FH,201708,2017,08,1
Pyrenomonadales,FH_201708,FH,201708,2017,08,0
Raphidophyceae,FH_201708,FH,201708,2017,08,2
Rhodophyta,FH_201708,FH,201708,2017,08,0
Rotifera,FH_201708,FH,201708,2017,08,0
Synurophyceae,FH_201708,FH,201708,2017,08,1
Tardigrada,FH_201708,FH,201708,2017,08,0
Tubulinida,FH_201708,FH,201708,2017,08,0
Annelida,FH_201709,FH,201709,2017,09,11
Apusomonadidae,FH_201709,FH,201709,2017,09,1
Arthropoda,FH_201709,FH,201709,2017,09,8
Ascomycota,FH_201709,FH,201709,2017,09,0
Bacillariophyta,FH_201709,FH,201709,2017,09,18
Bangiophyceae,FH_201709,FH,201709,2017,09,4
Basidiomycota,FH_201709,FH,201709,2017,09,0
Bicosoecida,FH_201709,FH,201709,2017,09,0
Blastocladiomycota,FH_201709,FH,201709,2017,09,1
Brachiopoda,FH_201709,FH,201709,2017,09,0
Bryozoa,FH_201709,FH,201709,2017,09,2
Cercozoa,FH_201709,FH,201709,2017,09,0
Chlorophyta,FH_201709,FH,201709,2017,09,3
Chordata,FH_201709,FH,201709,2017,09,5
Chrysophyceae,FH_201709,FH,201709,2017,09,1
Cnidaria,FH_201709,FH,201709,2017,09,4
Compsopogonophyceae,FH_201709,FH,201709,2017,09,2
Dictyochophyceae,FH_201709,FH,201709,2017,09,1
Dinophyceae,FH_201709,FH,201709,2017,09,1
Discosea,FH_201709,FH,201709,2017,09,1
Echinodermata,FH_201709,FH,201709,2017,09,3
Entoprocta,FH_201709,FH,201709,2017,09,0
Florideophyceae,FH_201709,FH,201709,2017,09,15
Haptophyceae,FH_201709,FH,201709,2017,09,4
Himatismenida,FH_201709,FH,201709,2017,09,0
Katablepharidophyta,FH_201709,FH,201709,2017,09,0
Mollusca,FH_201709,FH,201709,2017,09,4
Mucoromycota,FH_201709,FH,201709,2017,09,0
Nematoda,FH_201709,FH,201709,2017,09,0
Nemertea,FH_201709,FH,201709,2017,09,1
Oomycetes,FH_201709,FH,201709,2017,09,1
Phaeophyceae,FH_201709,FH,201709,2017,09,6
Platyhelminthes,FH_201709,FH,201709,2017,09,0
Porifera,FH_201709,FH,201709,2017,09,1
Pyrenomonadales,FH_201709,FH,201709,2017,09,0
Raphidophyceae,FH_201709,FH,201709,2017,09,1
Rhodophyta,FH_201709,FH,201709,2017,09,0
Rotifera,FH_201709,FH,201709,2017,09,0
Synurophyceae,FH_201709,FH,201709,2017,09,1
Tardigrada,FH_201709,FH,201709,2017,09,0
Tubulinida,FH_201709,FH,201709,2017,09,0
Annelida,FH_201710,FH,201710,2017,10,5
Apusomonadidae,FH_201710,FH,201710,2017,10,0
Arthropoda,FH_201710,FH,201710,2017,10,6
Ascomycota,FH_201710,FH,201710,2017,10,0
Bacillariophyta,FH_201710,FH,201710,2017,10,13
Bangiophyceae,FH_201710,FH,201710,2017,10,0
Basidiomycota,FH_201710,FH,201710,2017,10,0
Bicosoecida,FH_201710,FH,201710,2017,10,0
Blastocladiomycota,FH_201710,FH,201710,2017,10,1
Brachiopoda,FH_201710,FH,201710,2017,10,0
Bryozoa,FH_201710,FH,201710,2017,10,0
Cercozoa,FH_201710,FH,201710,2017,10,0
Chlorophyta,FH_201710,FH,201710,2017,10,5
Chordata,FH_201710,FH,201710,2017,10,2
Chrysophyceae,FH_201710,FH,201710,2017,10,0
Cnidaria,FH_201710,FH,201710,2017,10,0
Compsopogonophyceae,FH_201710,FH,201710,2017,10,1
Dictyochophyceae,FH_201710,FH,201710,2017,10,2
Dinophyceae,FH_201710,FH,201710,2017,10,3
Discosea,FH_201710,FH,201710,2017,10,0
Echinodermata,FH_201710,FH,201710,2017,10,1
Entoprocta,FH_201710,FH,201710,2017,10,0
Florideophyceae,FH_201710,FH,201710,2017,10,1
Haptophyceae,FH_201710,FH,201710,2017,10,4
Himatismenida,FH_201710,FH,201710,2017,10,0
Katablepharidophyta,FH_201710,FH,201710,2017,10,0
Mollusca,FH_201710,FH,201710,2017,10,6
Mucoromycota,FH_201710,FH,201710,2017,10,0
Nematoda,FH_201710,FH,201710,2017,10,0
Nemertea,FH_201710,FH,201710,2017,10,0
Oomycetes,FH_201710,FH,201710,2017,10,4
Phaeophyceae,FH_201710,FH,201710,2017,10,0
Platyhelminthes,FH_201710,FH,201710,2017,10,0
Porifera,FH_201710,FH,201710,2017,10,2
Pyrenomonadales,FH_201710,FH,201710,2017,10,0
Raphidophyceae,FH_201710,FH,201710,2017,10,1
Rhodophyta,FH_201710,FH,201710,2017,10,0
Rotifera,FH_201710,FH,201710,2017,10,1
Synurophyceae,FH_201710,FH,201710,2017,10,1
Tardigrada,FH_201710,FH,201710,2017,10,0
Tubulinida,FH_201710,FH,201710,2017,10,0
Annelida,FH_201711,FH,201711,2017,11,6
Apusomonadidae,FH_201711,FH,201711,2017,11,0
Arthropoda,FH_201711,FH,201711,2017,11,4
Ascomycota,FH_201711,FH,201711,2017,11,1
Bacillariophyta,FH_201711,FH,201711,2017,11,16
Bangiophyceae,FH_201711,FH,201711,2017,11,1
Basidiomycota,FH_201711,FH,201711,2017,11,1
Bicosoecida,FH_201711,FH,201711,2017,11,0
Blastocladiomycota,FH_201711,FH,201711,2017,11,1
Brachiopoda,FH_201711,FH,201711,2017,11,0
Bryozoa,FH_201711,FH,201711,2017,11,0
Cercozoa,FH_201711,FH,201711,2017,11,0
Chlorophyta,FH_201711,FH,201711,2017,11,4
Chordata,FH_201711,FH,201711,2017,11,1
Chrysophyceae,FH_201711,FH,201711,2017,11,2
Cnidaria,FH_201711,FH,201711,2017,11,1
Compsopogonophyceae,FH_201711,FH,201711,2017,11,1
Dictyochophyceae,FH_201711,FH,201711,2017,11,2
Dinophyceae,FH_201711,FH,201711,2017,11,2
Discosea,FH_201711,FH,201711,2017,11,0
Echinodermata,FH_201711,FH,201711,2017,11,3
Entoprocta,FH_201711,FH,201711,2017,11,0
Florideophyceae,FH_201711,FH,201711,2017,11,2
Haptophyceae,FH_201711,FH,201711,2017,11,4
Himatismenida,FH_201711,FH,201711,2017,11,0
Katablepharidophyta,FH_201711,FH,201711,2017,11,0
Mollusca,FH_201711,FH,201711,2017,11,4
Mucoromycota,FH_201711,FH,201711,2017,11,0
Nematoda,FH_201711,FH,201711,2017,11,0
Nemertea,FH_201711,FH,201711,2017,11,0
Oomycetes,FH_201711,FH,201711,2017,11,4
Phaeophyceae,FH_201711,FH,201711,2017,11,2
Platyhelminthes,FH_201711,FH,201711,2017,11,0
Porifera,FH_201711,FH,201711,2017,11,3
Pyrenomonadales,FH_201711,FH,201711,2017,11,0
Raphidophyceae,FH_201711,FH,201711,2017,11,1
Rhodophyta,FH_201711,FH,201711,2017,11,0
Rotifera,FH_201711,FH,201711,2017,11,0
Synurophyceae,FH_201711,FH,201711,2017,11,0
Tardigrada,FH_201711,FH,201711,2017,11,0
Tubulinida,FH_201711,FH,201711,2017,11,0
Annelida,FH_201801,FH,201801,2018,01,4
Apusomonadidae,FH_201801,FH,201801,2018,01,0
Arthropoda,FH_201801,FH,201801,2018,01,4
Ascomycota,FH_201801,FH,201801,2018,01,1
Bacillariophyta,FH_201801,FH,201801,2018,01,11
Bangiophyceae,FH_201801,FH,201801,2018,01,0
Basidiomycota,FH_201801,FH,201801,2018,01,0
Bicosoecida,FH_201801,FH,201801,2018,01,0
Blastocladiomycota,FH_201801,FH,201801,2018,01,0
Brachiopoda,FH_201801,FH,201801,2018,01,0
Bryozoa,FH_201801,FH,201801,2018,01,0
Cercozoa,FH_201801,FH,201801,2018,01,0
Chlorophyta,FH_201801,FH,201801,2018,01,4
Chordata,FH_201801,FH,201801,2018,01,1
Chrysophyceae,FH_201801,FH,201801,2018,01,1
Cnidaria,FH_201801,FH,201801,2018,01,3
Compsopogonophyceae,FH_201801,FH,201801,2018,01,0
Dictyochophyceae,FH_201801,FH,201801,2018,01,1
Dinophyceae,FH_201801,FH,201801,2018,01,2
Discosea,FH_201801,FH,201801,2018,01,0
Echinodermata,FH_201801,FH,201801,2018,01,0
Entoprocta,FH_201801,FH,201801,2018,01,0
Florideophyceae,FH_201801,FH,201801,2018,01,2
Haptophyceae,FH_201801,FH,201801,2018,01,3
Himatismenida,FH_201801,FH,201801,2018,01,0
Katablepharidophyta,FH_201801,FH,201801,2018,01,0
Mollusca,FH_201801,FH,201801,2018,01,1
Mucoromycota,FH_201801,FH,201801,2018,01,0
Nematoda,FH_201801,FH,201801,2018,01,0
Nemertea,FH_201801,FH,201801,2018,01,0
Oomycetes,FH_201801,FH,201801,2018,01,3
Phaeophyceae,FH_201801,FH,201801,2018,01,5
Platyhelminthes,FH_201801,FH,201801,2018,01,0
Porifera,FH_201801,FH,201801,2018,01,2
Pyrenomonadales,FH_201801,FH,201801,2018,01,0
Raphidophyceae,FH_201801,FH,201801,2018,01,0
Rhodophyta,FH_201801,FH,201801,2018,01,0
Rotifera,FH_201801,FH,201801,2018,01,0
Synurophyceae,FH_201801,FH,201801,2018,01,1
Tardigrada,FH_201801,FH,201801,2018,01,0
Tubulinida,FH_201801,FH,201801,2018,01,0
Annelida,FH_201803,FH,201803,2018,03,1
Apusomonadidae,FH_201803,FH,201803,2018,03,0
Arthropoda,FH_201803,FH,201803,2018,03,7
Ascomycota,FH_201803,FH,201803,2018,03,0
Bacillariophyta,FH_201803,FH,201803,2018,03,16
Bangiophyceae,FH_201803,FH,201803,2018,03,0
Basidiomycota,FH_201803,FH,201803,2018,03,0
Bicosoecida,FH_201803,FH,201803,2018,03,0
Blastocladiomycota,FH_201803,FH,201803,2018,03,0
Brachiopoda,FH_201803,FH,201803,2018,03,0
Bryozoa,FH_201803,FH,201803,2018,03,0
Cercozoa,FH_201803,FH,201803,2018,03,0
Chlorophyta,FH_201803,FH,201803,2018,03,5
Chordata,FH_201803,FH,201803,2018,03,1
Chrysophyceae,FH_201803,FH,201803,2018,03,1
Cnidaria,FH_201803,FH,201803,2018,03,1
Compsopogonophyceae,FH_201803,FH,201803,2018,03,0
Dictyochophyceae,FH_201803,FH,201803,2018,03,1
Dinophyceae,FH_201803,FH,201803,2018,03,3
Discosea,FH_201803,FH,201803,2018,03,0
Echinodermata,FH_201803,FH,201803,2018,03,1
Entoprocta,FH_201803,FH,201803,2018,03,0
Florideophyceae,FH_201803,FH,201803,2018,03,1
Haptophyceae,FH_201803,FH,201803,2018,03,2
Himatismenida,FH_201803,FH,201803,2018,03,0
Katablepharidophyta,FH_201803,FH,201803,2018,03,0
Mollusca,FH_201803,FH,201803,2018,03,5
Mucoromycota,FH_201803,FH,201803,2018,03,0
Nematoda,FH_201803,FH,201803,2018,03,0
Nemertea,FH_201803,FH,201803,2018,03,0
Oomycetes,FH_201803,FH,201803,2018,03,1
Phaeophyceae,FH_201803,FH,201803,2018,03,4
Platyhelminthes,FH_201803,FH,201803,2018,03,0
Porifera,FH_201803,FH,201803,2018,03,1
Pyrenomonadales,FH_201803,FH,201803,2018,03,0
Raphidophyceae,FH_201803,FH,201803,2018,03,1
Rhodophyta,FH_201803,FH,201803,2018,03,0
Rotifera,FH_201803,FH,201803,2018,03,0
Synurophyceae,FH_201803,FH,201803,2018,03,1
Tardigrada,FH_201803,FH,201803,2018,03,0
Tubulinida,FH_201803,FH,201803,2018,03,0
Annelida,FH_201805,FH,201805,2018,05,4
Apusomonadidae,FH_201805,FH,201805,2018,05,0
Arthropoda,FH_201805,FH,201805,2018,05,10
Ascomycota,FH_201805,FH,201805,2018,05,1
Bacillariophyta,FH_201805,FH,201805,2018,05,22
Bangiophyceae,FH_201805,FH,201805,2018,05,0
Basidiomycota,FH_201805,FH,201805,2018,05,0
Bicosoecida,FH_201805,FH,201805,2018,05,0
Blastocladiomycota,FH_201805,FH,201805,2018,05,0
Brachiopoda,FH_201805,FH,201805,2018,05,0
Bryozoa,FH_201805,FH,201805,2018,05,0
Cercozoa,FH_201805,FH,201805,2018,05,0
Chlorophyta,FH_201805,FH,201805,2018,05,4
Chordata,FH_201805,FH,201805,2018,05,2
Chrysophyceae,FH_201805,FH,201805,2018,05,2
Cnidaria,FH_201805,FH,201805,2018,05,3
Compsopogonophyceae,FH_201805,FH,201805,2018,05,0
Dictyochophyceae,FH_201805,FH,201805,2018,05,0
Dinophyceae,FH_201805,FH,201805,2018,05,4
Discosea,FH_201805,FH,201805,2018,05,0
Echinodermata,FH_201805,FH,201805,2018,05,1
Entoprocta,FH_201805,FH,201805,2018,05,0
Florideophyceae,FH_201805,FH,201805,2018,05,6
Haptophyceae,FH_201805,FH,201805,2018,05,2
Himatismenida,FH_201805,FH,201805,2018,05,0
Katablepharidophyta,FH_201805,FH,201805,2018,05,0
Mollusca,FH_201805,FH,201805,2018,05,5
Mucoromycota,FH_201805,FH,201805,2018,05,0
Nematoda,FH_201805,FH,201805,2018,05,0
Nemertea,FH_201805,FH,201805,2018,05,0
Oomycetes,FH_201805,FH,201805,2018,05,5
Phaeophyceae,FH_201805,FH,201805,2018,05,3
Platyhelminthes,FH_201805,FH,201805,2018,05,0
Porifera,FH_201805,FH,201805,2018,05,0
Pyrenomonadales,FH_201805,FH,201805,2018,05,0
Raphidophyceae,FH_201805,FH,201805,2018,05,2
Rhodophyta,FH_201805,FH,201805,2018,05,0
Rotifera,FH_201805,FH,201805,2018,05,0
Synurophyceae,FH_201805,FH,201805,2018,05,0
Tardigrada,FH_201805,FH,201805,2018,05,0
Tubulinida,FH_201805,FH,201805,2018,05,0
Annelida,FH_201807,FH,201807,2018,07,1
Apusomonadidae,FH_201807,FH,201807,2018,07,0
Arthropoda,FH_201807,FH,201807,2018,07,4
Ascomycota,FH_201807,FH,201807,2018,07,2
Bacillariophyta,FH_201807,FH,201807,2018,07,13
Bangiophyceae,FH_201807,FH,201807,2018,07,0
Basidiomycota,FH_201807,FH,201807,2018,07,0
Bicosoecida,FH_201807,FH,201807,2018,07,0
Blastocladiomycota,FH_201807,FH,201807,2018,07,1
Brachiopoda,FH_201807,FH,201807,2018,07,0
Bryozoa,FH_201807,FH,201807,2018,07,1
Cercozoa,FH_201807,FH,201807,2018,07,0
Chlorophyta,FH_201807,FH,201807,2018,07,2
Chordata,FH_201807,FH,201807,2018,07,1
Chrysophyceae,FH_201807,FH,201807,2018,07,0
Cnidaria,FH_201807,FH,201807,2018,07,3
Compsopogonophyceae,FH_201807,FH,201807,2018,07,0
Dictyochophyceae,FH_201807,FH,201807,2018,07,1
Dinophyceae,FH_201807,FH,201807,2018,07,2
Discosea,FH_201807,FH,201807,2018,07,0
Echinodermata,FH_201807,FH,201807,2018,07,1
Entoprocta,FH_201807,FH,201807,2018,07,0
Florideophyceae,FH_201807,FH,201807,2018,07,2
Haptophyceae,FH_201807,FH,201807,2018,07,2
Himatismenida,FH_201807,FH,201807,2018,07,1
Katablepharidophyta,FH_201807,FH,201807,2018,07,0
Mollusca,FH_201807,FH,201807,2018,07,2
Mucoromycota,FH_201807,FH,201807,2018,07,0
Nematoda,FH_201807,FH,201807,2018,07,0
Nemertea,FH_201807,FH,201807,2018,07,0
Oomycetes,FH_201807,FH,201807,2018,07,3
Phaeophyceae,FH_201807,FH,201807,2018,07,1
Platyhelminthes,FH_201807,FH,201807,2018,07,0
Porifera,FH_201807,FH,201807,2018,07,1
Pyrenomonadales,FH_201807,FH,201807,2018,07,0
Raphidophyceae,FH_201807,FH,201807,2018,07,2
Rhodophyta,FH_201807,FH,201807,2018,07,0
Rotifera,FH_201807,FH,201807,2018,07,0
Synurophyceae,FH_201807,FH,201807,2018,07,1
Tardigrada,FH_201807,FH,201807,2018,07,0
Tubulinida,FH_201807,FH,201807,2018,07,0
Annelida,LK_201706,LK,201706,2017,06,2
Apusomonadidae,LK_201706,LK,201706,2017,06,1
Arthropoda,LK_201706,LK,201706,2017,06,4
Ascomycota,LK_201706,LK,201706,2017,06,0
Bacillariophyta,LK_201706,LK,201706,2017,06,28
Bangiophyceae,LK_201706,LK,201706,2017,06,2
Basidiomycota,LK_201706,LK,201706,2017,06,0
Bicosoecida,LK_201706,LK,201706,2017,06,0
Blastocladiomycota,LK_201706,LK,201706,2017,06,1
Brachiopoda,LK_201706,LK,201706,2017,06,0
Bryozoa,LK_201706,LK,201706,2017,06,1
Cercozoa,LK_201706,LK,201706,2017,06,0
Chlorophyta,LK_201706,LK,201706,2017,06,2
Chordata,LK_201706,LK,201706,2017,06,1
Chrysophyceae,LK_201706,LK,201706,2017,06,1
Cnidaria,LK_201706,LK,201706,2017,06,7
Compsopogonophyceae,LK_201706,LK,201706,2017,06,0
Dictyochophyceae,LK_201706,LK,201706,2017,06,1
Dinophyceae,LK_201706,LK,201706,2017,06,4
Discosea,LK_201706,LK,201706,2017,06,1
Echinodermata,LK_201706,LK,201706,2017,06,3
Entoprocta,LK_201706,LK,201706,2017,06,0
Florideophyceae,LK_201706,LK,201706,2017,06,10
Haptophyceae,LK_201706,LK,201706,2017,06,2
Himatismenida,LK_201706,LK,201706,2017,06,1
Katablepharidophyta,LK_201706,LK,201706,2017,06,0
Mollusca,LK_201706,LK,201706,2017,06,3
Mucoromycota,LK_201706,LK,201706,2017,06,1
Nematoda,LK_201706,LK,201706,2017,06,0
Nemertea,LK_201706,LK,201706,2017,06,0
Oomycetes,LK_201706,LK,201706,2017,06,7
Phaeophyceae,LK_201706,LK,201706,2017,06,15
Platyhelminthes,LK_201706,LK,201706,2017,06,0
Porifera,LK_201706,LK,201706,2017,06,1
Pyrenomonadales,LK_201706,LK,201706,2017,06,0
Raphidophyceae,LK_201706,LK,201706,2017,06,1
Rhodophyta,LK_201706,LK,201706,2017,06,0
Rotifera,LK_201706,LK,201706,2017,06,0
Synurophyceae,LK_201706,LK,201706,2017,06,1
Tardigrada,LK_201706,LK,201706,2017,06,0
Tubulinida,LK_201706,LK,201706,2017,06,0
Annelida,LK_201707,LK,201707,2017,07,6
Apusomonadidae,LK_201707,LK,201707,2017,07,1
Arthropoda,LK_201707,LK,201707,2017,07,8
Ascomycota,LK_201707,LK,201707,2017,07,0
Bacillariophyta,LK_201707,LK,201707,2017,07,25
Bangiophyceae,LK_201707,LK,201707,2017,07,1
Basidiomycota,LK_201707,LK,201707,2017,07,0
Bicosoecida,LK_201707,LK,201707,2017,07,0
Blastocladiomycota,LK_201707,LK,201707,2017,07,1
Brachiopoda,LK_201707,LK,201707,2017,07,0
Bryozoa,LK_201707,LK,201707,2017,07,1
Cercozoa,LK_201707,LK,201707,2017,07,0
Chlorophyta,LK_201707,LK,201707,2017,07,2
Chordata,LK_201707,LK,201707,2017,07,0
Chrysophyceae,LK_201707,LK,201707,2017,07,1
Cnidaria,LK_201707,LK,201707,2017,07,5
Compsopogonophyceae,LK_201707,LK,201707,2017,07,0
Dictyochophyceae,LK_201707,LK,201707,2017,07,2
Dinophyceae,LK_201707,LK,201707,2017,07,3
Discosea,LK_201707,LK,201707,2017,07,0
Echinodermata,LK_201707,LK,201707,2017,07,1
Entoprocta,LK_201707,LK,201707,2017,07,0
Florideophyceae,LK_201707,LK,201707,2017,07,8
Haptophyceae,LK_201707,LK,201707,2017,07,4
Himatismenida,LK_201707,LK,201707,2017,07,0
Katablepharidophyta,LK_201707,LK,201707,2017,07,0
Mollusca,LK_201707,LK,201707,2017,07,3
Mucoromycota,LK_201707,LK,201707,2017,07,0
Nematoda,LK_201707,LK,201707,2017,07,0
Nemertea,LK_201707,LK,201707,2017,07,0
Oomycetes,LK_201707,LK,201707,2017,07,4
Phaeophyceae,LK_201707,LK,201707,2017,07,10
Platyhelminthes,LK_201707,LK,201707,2017,07,0
Porifera,LK_201707,LK,201707,2017,07,2
Pyrenomonadales,LK_201707,LK,201707,2017,07,0
Raphidophyceae,LK_201707,LK,201707,2017,07,1
Rhodophyta,LK_201707,LK,201707,2017,07,0
Rotifera,LK_201707,LK,201707,2017,07,2
Synurophyceae,LK_201707,LK,201707,2017,07,1
Tardigrada,LK_201707,LK,201707,2017,07,0
Tubulinida,LK_201707,LK,201707,2017,07,0
Annelida,LK_201708,LK,201708,2017,08,10
Apusomonadidae,LK_201708,LK,201708,2017,08,1
Arthropoda,LK_201708,LK,201708,2017,08,9
Ascomycota,LK_201708,LK,201708,2017,08,0
Bacillariophyta,LK_201708,LK,201708,2017,08,28
Bangiophyceae,LK_201708,LK,201708,2017,08,2
Basidiomycota,LK_201708,LK,201708,2017,08,0
Bicosoecida,LK_201708,LK,201708,2017,08,0
Blastocladiomycota,LK_201708,LK,201708,2017,08,0
Brachiopoda,LK_201708,LK,201708,2017,08,0
Bryozoa,LK_201708,LK,201708,2017,08,1
Cercozoa,LK_201708,LK,201708,2017,08,0
Chlorophyta,LK_201708,LK,201708,2017,08,3
Chordata,LK_201708,LK,201708,2017,08,1
Chrysophyceae,LK_201708,LK,201708,2017,08,1
Cnidaria,LK_201708,LK,201708,2017,08,5
Compsopogonophyceae,LK_201708,LK,201708,2017,08,0
Dictyochophyceae,LK_201708,LK,201708,2017,08,2
Dinophyceae,LK_201708,LK,201708,2017,08,3
Discosea,LK_201708,LK,201708,2017,08,1
Echinodermata,LK_201708,LK,201708,2017,08,3
Entoprocta,LK_201708,LK,201708,2017,08,0
Florideophyceae,LK_201708,LK,201708,2017,08,10
Haptophyceae,LK_201708,LK,201708,2017,08,4
Himatismenida,LK_201708,LK,201708,2017,08,1
Katablepharidophyta,LK_201708,LK,201708,2017,08,0
Mollusca,LK_201708,LK,201708,2017,08,5
Mucoromycota,LK_201708,LK,201708,2017,08,0
Nematoda,LK_201708,LK,201708,2017,08,0
Nemertea,LK_201708,LK,201708,2017,08,0
Oomycetes,LK_201708,LK,201708,2017,08,4
Phaeophyceae,LK_201708,LK,201708,2017,08,7
Platyhelminthes,LK_201708,LK,201708,2017,08,0
Porifera,LK_201708,LK,201708,2017,08,2
Pyrenomonadales,LK_201708,LK,201708,2017,08,0
Raphidophyceae,LK_201708,LK,201708,2017,08,1
Rhodophyta,LK_201708,LK,201708,2017,08,1
Rotifera,LK_201708,LK,201708,2017,08,0
Synurophyceae,LK_201708,LK,201708,2017,08,1
Tardigrada,LK_201708,LK,201708,2017,08,0
Tubulinida,LK_201708,LK,201708,2017,08,0
Annelida,LK_201709,LK,201709,2017,09,6
Apusomonadidae,LK_201709,LK,201709,2017,09,1
Arthropoda,LK_201709,LK,201709,2017,09,7
Ascomycota,LK_201709,LK,201709,2017,09,0
Bacillariophyta,LK_201709,LK,201709,2017,09,19
Bangiophyceae,LK_201709,LK,201709,2017,09,3
Basidiomycota,LK_201709,LK,201709,2017,09,0
Bicosoecida,LK_201709,LK,201709,2017,09,1
Blastocladiomycota,LK_201709,LK,201709,2017,09,1
Brachiopoda,LK_201709,LK,201709,2017,09,0
Bryozoa,LK_201709,LK,201709,2017,09,1
Cercozoa,LK_201709,LK,201709,2017,09,0
Chlorophyta,LK_201709,LK,201709,2017,09,4
Chordata,LK_201709,LK,201709,2017,09,2
Chrysophyceae,LK_201709,LK,201709,2017,09,1
Cnidaria,LK_201709,LK,201709,2017,09,3
Compsopogonophyceae,LK_201709,LK,201709,2017,09,0
Dictyochophyceae,LK_201709,LK,201709,2017,09,2
Dinophyceae,LK_201709,LK,201709,2017,09,3
Discosea,LK_201709,LK,201709,2017,09,0
Echinodermata,LK_201709,LK,201709,2017,09,4
Entoprocta,LK_201709,LK,201709,2017,09,0
Florideophyceae,LK_201709,LK,201709,2017,09,13
Haptophyceae,LK_201709,LK,201709,2017,09,4
Himatismenida,LK_201709,LK,201709,2017,09,1
Katablepharidophyta,LK_201709,LK,201709,2017,09,0
Mollusca,LK_201709,LK,201709,2017,09,3
Mucoromycota,LK_201709,LK,201709,2017,09,1
Nematoda,LK_201709,LK,201709,2017,09,0
Nemertea,LK_201709,LK,201709,2017,09,0
Oomycetes,LK_201709,LK,201709,2017,09,4
Phaeophyceae,LK_201709,LK,201709,2017,09,8
Platyhelminthes,LK_201709,LK,201709,2017,09,0
Porifera,LK_201709,LK,201709,2017,09,2
Pyrenomonadales,LK_201709,LK,201709,2017,09,0
Raphidophyceae,LK_201709,LK,201709,2017,09,1
Rhodophyta,LK_201709,LK,201709,2017,09,1
Rotifera,LK_201709,LK,201709,2017,09,0
Synurophyceae,LK_201709,LK,201709,2017,09,1
Tardigrada,LK_201709,LK,201709,2017,09,0
Tubulinida,LK_201709,LK,201709,2017,09,0
Annelida,LK_201710,LK,201710,2017,10,8
Apusomonadidae,LK_201710,LK,201710,2017,10,0
Arthropoda,LK_201710,LK,201710,2017,10,8
Ascomycota,LK_201710,LK,201710,2017,10,2
Bacillariophyta,LK_201710,LK,201710,2017,10,18
Bangiophyceae,LK_201710,LK,201710,2017,10,1
Basidiomycota,LK_201710,LK,201710,2017,10,0
Bicosoecida,LK_201710,LK,201710,2017,10,0
Blastocladiomycota,LK_201710,LK,201710,2017,10,1
Brachiopoda,LK_201710,LK,201710,2017,10,0
Bryozoa,LK_201710,LK,201710,2017,10,1
Cercozoa,LK_201710,LK,201710,2017,10,0
Chlorophyta,LK_201710,LK,201710,2017,10,3
Chordata,LK_201710,LK,201710,2017,10,1
Chrysophyceae,LK_201710,LK,201710,2017,10,1
Cnidaria,LK_201710,LK,201710,2017,10,2
Compsopogonophyceae,LK_201710,LK,201710,2017,10,0
Dictyochophyceae,LK_201710,LK,201710,2017,10,2
Dinophyceae,LK_201710,LK,201710,2017,10,3
Discosea,LK_201710,LK,201710,2017,10,0
Echinodermata,LK_201710,LK,201710,2017,10,3
Entoprocta,LK_201710,LK,201710,2017,10,0
Florideophyceae,LK_201710,LK,201710,2017,10,7
Haptophyceae,LK_201710,LK,201710,2017,10,4
Himatismenida,LK_201710,LK,201710,2017,10,0
Katablepharidophyta,LK_201710,LK,201710,2017,10,0
Mollusca,LK_201710,LK,201710,2017,10,5
Mucoromycota,LK_201710,LK,201710,2017,10,0
Nematoda,LK_201710,LK,201710,2017,10,0
Nemertea,LK_201710,LK,201710,2017,10,0
Oomycetes,LK_201710,LK,201710,2017,10,3
Phaeophyceae,LK_201710,LK,201710,2017,10,8
Platyhelminthes,LK_201710,LK,201710,2017,10,0
Porifera,LK_201710,LK,201710,2017,10,3
Pyrenomonadales,LK_201710,LK,201710,2017,10,0
Raphidophyceae,LK_201710,LK,201710,2017,10,1
Rhodophyta,LK_201710,LK,201710,2017,10,1
Rotifera,LK_201710,LK,201710,2017,10,0
Synurophyceae,LK_201710,LK,201710,2017,10,1
Tardigrada,LK_201710,LK,201710,2017,10,0
Tubulinida,LK_201710,LK,201710,2017,10,0
Annelida,LK_201711,LK,201711,2017,11,9
Apusomonadidae,LK_201711,LK,201711,2017,11,1
Arthropoda,LK_201711,LK,201711,2017,11,4
Ascomycota,LK_201711,LK,201711,2017,11,1
Bacillariophyta,LK_201711,LK,201711,2017,11,15
Bangiophyceae,LK_201711,LK,201711,2017,11,2
Basidiomycota,LK_201711,LK,201711,2017,11,0
Bicosoecida,LK_201711,LK,201711,2017,11,0
Blastocladiomycota,LK_201711,LK,201711,2017,11,1
Brachiopoda,LK_201711,LK,201711,2017,11,0
Bryozoa,LK_201711,LK,201711,2017,11,0
Cercozoa,LK_201711,LK,201711,2017,11,0
Chlorophyta,LK_201711,LK,201711,2017,11,3
Chordata,LK_201711,LK,201711,2017,11,1
Chrysophyceae,LK_201711,LK,201711,2017,11,0
Cnidaria,LK_201711,LK,201711,2017,11,0
Compsopogonophyceae,LK_201711,LK,201711,2017,11,0
Dictyochophyceae,LK_201711,LK,201711,2017,11,1
Dinophyceae,LK_201711,LK,201711,2017,11,2
Discosea,LK_201711,LK,201711,2017,11,0
Echinodermata,LK_201711,LK,201711,2017,11,4
